query_text,department
"sneezing, blurred vision, fever, muscle pain, depression, nausea, anxiety",Gastroenterology
"vomiting, muscle pain, blurred vision, weight loss, back pain",Pulmonology
"chest pain, diarrhea, fatigue, cough, joint pain",Orthopedics
"rash, fever, muscle pain",Dermatology
"sneezing, vomiting, fatigue, fever, sweating, nausea, depression",General Medicine
"chest pain, appetite loss, joint pain",Orthopedics
"depression, weight loss, joint pain",Cardiology
"runny nose, cough, shortness of breath, diarrhea",Gastroenterology
"swelling, blurred vision, insomnia, fatigue",General Medicine
"muscle pain, swelling, weight gain, diarrhea, weight loss, cough, joint pain",Psychiatry
"weight gain, diarrhea, sneezing, chest pain, sore throat, joint pain",Neurology
"appetite loss, weight gain, insomnia, anxiety, headache, fatigue, runny nose",ENT
"headache, cough, muscle pain, sore throat",Psychiatry
"sweating, anxiety, shortness of breath, dizziness",Psychiatry
"joint pain, weight loss, dizziness, shortness of breath, abdominal pain, runny nose, fever",ENT
"appetite loss, muscle pain, fatigue, sweating, headache, back pain, weight gain",Orthopedics
"weight gain, swelling, fatigue",Pulmonology
"muscle pain, shortness of breath, joint pain, depression, sneezing",Orthopedics
"shortness of breath, joint pain, headache, anxiety",General Medicine
"joint pain, dizziness, blurred vision",Orthopedics
"rash, fever, dizziness, sweating, appetite loss",Neurology
"tremors, blurred vision, insomnia, fatigue, diarrhea, headache",Psychiatry
"anxiety, depression, sore throat, vomiting, runny nose, swelling",Cardiology
"tremors, rash, cough, abdominal pain, nausea, sore throat, chest pain",Neurology
"weight gain, fever, nausea, vomiting, swelling, cough, diarrhea",Pulmonology
"blurred vision, vomiting, shortness of breath, rash, sweating",Pulmonology
"insomnia, fever, diarrhea",General Medicine
"back pain, sweating, blurred vision, sore throat, chest pain",Psychiatry
"swelling, vomiting, diarrhea, depression, appetite loss, insomnia, sweating",Endocrinology
"tremors, swelling, insomnia",Neurology
"anxiety, appetite loss, fever, diarrhea",General Medicine
"muscle pain, joint pain, tremors, rash, runny nose",ENT
"sweating, anxiety, joint pain, weight gain, fatigue, fever, abdominal pain",Orthopedics
"anxiety, chest pain, sweating, insomnia, fatigue, sneezing, sore throat",General Medicine
"shortness of breath, depression, blurred vision, chest pain, vomiting",Gastroenterology
"back pain, fever, depression, sneezing",Orthopedics
"back pain, cough, weight gain, blurred vision, appetite loss, vomiting",Orthopedics
"insomnia, rash, abdominal pain, chest pain, nausea, tremors",Neurology
"headache, back pain, shortness of breath, sweating, weight loss, nausea",Pulmonology
"rash, diarrhea, back pain, tremors",Pulmonology
"weight gain, chest pain, runny nose, tremors, fatigue",Gastroenterology
"anxiety, sore throat, sneezing, vomiting, abdominal pain, fatigue, insomnia",ENT
"tremors, headache, vomiting",Gastroenterology
"headache, dizziness, blurred vision, nausea, sore throat, sneezing",ENT
"fever, runny nose, shortness of breath",Gastroenterology
"sneezing, appetite loss, swelling, sore throat",ENT
"joint pain, muscle pain, sneezing, tremors, fever, cough",General Medicine
"dizziness, swelling, sweating",Gastroenterology
"depression, back pain, diarrhea",Orthopedics
"fatigue, joint pain, abdominal pain, weight gain",Orthopedics
"chest pain, runny nose, back pain",Psychiatry
"insomnia, headache, dizziness, sneezing, rash, vomiting",Gastroenterology
"back pain, headache, vomiting, fever",Orthopedics
"blurred vision, depression, appetite loss, cough, joint pain",Pulmonology
"anxiety, cough, insomnia",Pulmonology
"muscle pain, runny nose, joint pain",General Medicine
"vomiting, blurred vision, insomnia, depression",Neurology
"insomnia, abdominal pain, shortness of breath",Pulmonology
"sweating, fatigue, abdominal pain, back pain, anxiety, tremors",Orthopedics
"anxiety, vomiting, swelling, shortness of breath",Neurology
"chest pain, nausea, cough, weight loss, sneezing, vomiting",Gastroenterology
"fever, insomnia, sore throat",ENT
"sore throat, swelling, abdominal pain, back pain",Neurology
"runny nose, chest pain, shortness of breath, cough",General Medicine
"rash, appetite loss, insomnia, dizziness, muscle pain",Dermatology
"runny nose, anxiety, shortness of breath, back pain, sore throat",Gastroenterology
"joint pain, runny nose, shortness of breath, tremors, blurred vision, sneezing",Pulmonology
"fatigue, headache, blurred vision, back pain",Orthopedics
"sneezing, appetite loss, weight gain, insomnia, runny nose, nausea, anxiety",ENT
"sneezing, fatigue, muscle pain, runny nose",ENT
"fever, blurred vision, tremors, insomnia, abdominal pain",General Medicine
"muscle pain, insomnia, back pain",Orthopedics
"headache, sweating, weight loss, anxiety, cough, fever",Pulmonology
"tremors, sneezing, nausea, sore throat, sweating, dizziness",ENT
"diarrhea, weight loss, depression, joint pain, swelling, tremors, sore throat",General Medicine
"tremors, sneezing, runny nose",ENT
"fatigue, joint pain, muscle pain",Endocrinology
"dizziness, rash, cough, diarrhea, runny nose, tremors",Cardiology
"blurred vision, runny nose, fatigue, swelling, insomnia",Neurology
"weight loss, abdominal pain, rash, blurred vision, fatigue",Gastroenterology
"fatigue, shortness of breath, anxiety, vomiting, swelling, tremors",Pulmonology
"fatigue, swelling, runny nose, appetite loss, insomnia, weight gain, abdominal pain",Psychiatry
"weight loss, muscle pain, sweating",Neurology
"blurred vision, weight gain, nausea, back pain",Orthopedics
"anxiety, dizziness, abdominal pain, joint pain, muscle pain, tremors, diarrhea",Orthopedics
"tremors, dizziness, blurred vision, back pain, weight loss, depression, vomiting",Psychiatry
"insomnia, rash, headache, blurred vision, depression",Dermatology
"blurred vision, fatigue, swelling, rash, weight loss",Dermatology
"insomnia, back pain, weight loss, chest pain, muscle pain, fever",Orthopedics
"cough, insomnia, vomiting, shortness of breath",Pulmonology
"headache, sweating, cough, blurred vision, appetite loss",Pulmonology
"sweating, runny nose, fatigue, anxiety, tremors",General Medicine
"joint pain, diarrhea, abdominal pain, blurred vision, chest pain, swelling, insomnia",Endocrinology
"weight loss, cough, fever, back pain, shortness of breath",Orthopedics
"depression, blurred vision, rash, swelling",Psychiatry
"swelling, back pain, vomiting, chest pain",Orthopedics
"nausea, back pain, abdominal pain, fatigue",Pulmonology
"shortness of breath, headache, nausea, weight gain, tremors, fever, dizziness",Cardiology
"anxiety, cough, swelling, depression, sweating",Pulmonology
"weight loss, rash, sore throat, blurred vision, dizziness, abdominal pain, diarrhea",Psychiatry
"nausea, muscle pain, weight loss, appetite loss, joint pain, sore throat, rash",Psychiatry
"rash, chest pain, vomiting, swelling, anxiety",Gastroenterology
"fatigue, insomnia, rash",Psychiatry
"diarrhea, cough, insomnia, dizziness, joint pain, fatigue, back pain",Orthopedics
"cough, chest pain, depression, vomiting, dizziness, abdominal pain",Pulmonology
"weight loss, fever, depression, sore throat, vomiting, insomnia, appetite loss",ENT
"vomiting, weight loss, sweating",Gastroenterology
"back pain, insomnia, headache",Psychiatry
"sore throat, cough, nausea",Gastroenterology
"sweating, diarrhea, shortness of breath, muscle pain, joint pain, runny nose, depression",Pulmonology
"rash, abdominal pain, fatigue",Dermatology
"chest pain, swelling, runny nose",ENT
"nausea, weight loss, diarrhea, headache, back pain, joint pain",Orthopedics
"chest pain, insomnia, appetite loss, tremors",General Medicine
"tremors, weight loss, headache, fatigue, cough, fever, weight gain",Pulmonology
"chest pain, vomiting, back pain",Neurology
"headache, nausea, sweating, diarrhea, anxiety, shortness of breath, vomiting",Pulmonology
"tremors, cough, swelling, weight loss, runny nose, depression, appetite loss",Psychiatry
"fatigue, vomiting, back pain, weight gain, sneezing",Pulmonology
"fatigue, chest pain, anxiety, sore throat",ENT
"muscle pain, nausea, fever, dizziness, diarrhea",Gastroenterology
"shortness of breath, sweating, rash, headache, insomnia, dizziness",Endocrinology
"sneezing, weight loss, fatigue, nausea, depression",Gastroenterology
"weight loss, vomiting, shortness of breath, back pain",Orthopedics
"tremors, abdominal pain, depression",Pulmonology
"vomiting, cough, weight loss, shortness of breath, appetite loss, back pain, sneezing",Orthopedics
"swelling, weight gain, back pain, tremors",Orthopedics
"sore throat, joint pain, rash, abdominal pain, fever, insomnia, diarrhea",Neurology
"headache, runny nose, nausea, appetite loss, weight gain, back pain, insomnia",Endocrinology
"swelling, sneezing, diarrhea, sore throat",General Medicine
"abdominal pain, appetite loss, rash, joint pain",General Medicine
"fatigue, blurred vision, abdominal pain, depression, sweating",General Medicine
"nausea, joint pain, depression, sweating, rash, weight gain, appetite loss",Neurology
"diarrhea, abdominal pain, joint pain, rash, swelling, sneezing",Cardiology
"headache, runny nose, nausea, diarrhea, sore throat, abdominal pain, depression",ENT
"rash, anxiety, blurred vision, sweating",Endocrinology
"back pain, fatigue, sneezing, insomnia, vomiting",Orthopedics
"fever, diarrhea, cough, headache, weight gain, back pain",Psychiatry
"weight gain, headache, cough",Neurology
"anxiety, weight gain, depression, fever, back pain, insomnia",Neurology
"anxiety, sneezing, sweating, nausea, diarrhea, muscle pain",Cardiology
"anxiety, insomnia, abdominal pain, shortness of breath",Psychiatry
"anxiety, weight gain, sore throat, diarrhea, joint pain, back pain",Pulmonology
"tremors, abdominal pain, insomnia, muscle pain, headache, anxiety, fatigue",Cardiology
"anxiety, weight loss, sweating, fever",Neurology
"muscle pain, rash, cough, blurred vision, abdominal pain, tremors, diarrhea",Dermatology
"appetite loss, back pain, swelling, blurred vision, weight gain, fatigue, muscle pain",Gastroenterology
"tremors, sore throat, chest pain, anxiety",ENT
"blurred vision, back pain, appetite loss",Cardiology
"fever, joint pain, depression, vomiting, blurred vision, dizziness, muscle pain",Pulmonology
"shortness of breath, tremors, weight loss, muscle pain, weight gain, rash, anxiety",Dermatology
"shortness of breath, chest pain, weight gain, rash, blurred vision, joint pain",Neurology
"runny nose, appetite loss, blurred vision, nausea",Pulmonology
"appetite loss, sore throat, sweating",ENT
"sore throat, shortness of breath, diarrhea",ENT
"joint pain, anxiety, depression, abdominal pain, chest pain, blurred vision",General Medicine
"runny nose, fever, vomiting, insomnia, abdominal pain, chest pain",General Medicine
"blurred vision, diarrhea, anxiety, nausea, insomnia, cough, rash",Neurology
"shortness of breath, swelling, joint pain",Endocrinology
"vomiting, abdominal pain, fever, back pain, blurred vision, sore throat, swelling",ENT
"weight gain, rash, sweating, shortness of breath, diarrhea, anxiety, vomiting",Psychiatry
"nausea, muscle pain, abdominal pain, fatigue, weight loss",Gastroenterology
"appetite loss, abdominal pain, shortness of breath",Gastroenterology
"joint pain, weight gain, sneezing, swelling, diarrhea, dizziness",Orthopedics
"tremors, fever, sneezing, fatigue, shortness of breath, sore throat, joint pain",ENT
"appetite loss, dizziness, muscle pain, rash",Dermatology
"diarrhea, chest pain, sore throat, joint pain, insomnia",ENT
"sneezing, dizziness, rash, vomiting",Neurology
"sneezing, back pain, vomiting, diarrhea",Endocrinology
"vomiting, sweating, diarrhea, anxiety",Cardiology
"insomnia, sneezing, anxiety",Pulmonology
"rash, anxiety, dizziness, sneezing, weight gain, shortness of breath",Dermatology
"diarrhea, swelling, weight gain, headache, cough, abdominal pain",Cardiology
"abdominal pain, rash, joint pain",Neurology
"runny nose, dizziness, blurred vision, fever, swelling, insomnia, vomiting",Pulmonology
"anxiety, tremors, shortness of breath, nausea, weight loss",Gastroenterology
"dizziness, rash, nausea, sneezing, muscle pain, vomiting, back pain",Neurology
"shortness of breath, runny nose, nausea, weight gain, headache, swelling",ENT
"appetite loss, diarrhea, weight loss, muscle pain, tremors",Endocrinology
"sneezing, appetite loss, fever, nausea",Psychiatry
"weight loss, back pain, dizziness, sneezing, chest pain, shortness of breath, tremors",Orthopedics
"cough, vomiting, sweating, shortness of breath",Pulmonology
"shortness of breath, rash, weight loss, appetite loss, fever",Dermatology
"vomiting, weight gain, sweating, depression, swelling, weight loss, nausea",Gastroenterology
"sneezing, swelling, back pain, runny nose, sore throat, joint pain, anxiety",Gastroenterology
"sore throat, nausea, dizziness",ENT
"blurred vision, shortness of breath, anxiety, depression, joint pain",General Medicine
"abdominal pain, runny nose, muscle pain, nausea, swelling, fever, headache",Endocrinology
"vomiting, nausea, joint pain",Cardiology
"weight loss, cough, fever, swelling, joint pain, abdominal pain",Pulmonology
"headache, sore throat, depression, joint pain, chest pain, diarrhea, blurred vision",Cardiology
"headache, abdominal pain, sweating, nausea",General Medicine
"tremors, sneezing, runny nose, weight loss, shortness of breath",Gastroenterology
"nausea, weight gain, anxiety, runny nose, depression, back pain, sweating",ENT
"chest pain, rash, sneezing, weight loss, diarrhea, sore throat, runny nose",General Medicine
"chest pain, fever, abdominal pain, sweating",Cardiology
"appetite loss, fever, weight loss, rash",Dermatology
"diarrhea, nausea, blurred vision, back pain, depression, joint pain",Orthopedics
"muscle pain, depression, diarrhea",Cardiology
"chest pain, depression, back pain, weight loss, appetite loss",Orthopedics
"nausea, headache, chest pain",Gastroenterology
